type,title,cover,author,authorImg,authorWork,authorWords,authorDays,monthRead,monthFlower,allRead,allFlower,wordNum,updateTicket,reward,monthTicker,shareNum,rate,startTime,updateTime,detailLink
玄幻奇幻,洪荒：悟性逆天，我以剑道证混元,http://img.faloo.com/Novel/498x705/1/1550/001550836.jpg,夏月白,//photo.faloo.com/default.jpg,1,350000,60,280830,8002,647824,31112,297286,5,688.0,21,0,9.8,2024-11-16,2024-12-07,https://b.faloo.com/1453217.html
玄幻奇幻,洪荒：重生彩云仙，稳健成圣,http://img.faloo.com/Novel/498x705/1/1540/001540589.jpg,眇志临云,http://photo.faloo.com/160x120/0/870/870030.jpg,1,1090000,265,259650,23320,2376321,501370,1092974,140,31000.0,63,0,9.7,2024-09-28,2024-12-07,https://b.faloo.com/1444963.html
玄幻奇幻,全民领主：我能无限叠加词条！,http://img.faloo.com/Novel/498x705/1/1544/001544563.jpg,世有锦瑟,http://photo.faloo.com/160x120/0/896/896941.jpg,1,540000,65,243134,77243,1594855,351094,540401,21,13000.0,64,0,9.9,2024-10-17,2024-12-07,https://b.faloo.com/1448107.html
玄幻奇幻,全民领主：从零开始打造不朽仙域,http://img.faloo.com/Novel/498x705/0/980/000980005.jpg,机械之主,http://photo.faloo.com/160x120/0/509/509793.jpg,3,11080000,1734,238276,72484,42429083,9107937,8308996,1403,798000.0,133,5,10,2021-06-07,2024-12-07,https://b.faloo.com/969757.html
玄幻奇幻,玄幻：我！天命大反派,http://img.faloo.com/Novel/498x705/0/406/000406326.jpg,天命反派,//photo.faloo.com/default.jpg,3,9120000,1987,200303,4243,83805462,8774571,6433852,6693,1894000.0,15,645,10,2020-03-28,2024-11-30,https://b.faloo.com/724903.html
玄幻奇幻,全球杀戮：开局觉醒sss级天赋,http://img.faloo.com/Novel/498x705/1/1553/001553186.jpg,秦家公子,//photo.faloo.com/default.jpg,3,21100000,2254,205432,22695,46849350,8091080,9518868,4790,1045000.0,32,16,10,2021-09-09,2024-12-07,https://b.faloo.com/1029709.html
玄幻奇幻,御兽：开局孵化古龙,http://img.faloo.com/Novel/498x705/1/1073/001073736.jpg,小扑扑猪,//photo.faloo.com/default.jpg,1,4100000,577,196659,40463,11090047,2089373,3752962,1023,92000.0,32,0,9.8,2023-11-18,2024-12-07,https://b.faloo.com/1372135.html
玄幻奇幻,万界：从零开始建立无上神权,http://img.faloo.com/Novel/498x705/1/1521/001521454.jpg,八云一家,http://photo.faloo.com/160x120/0/668/668379.jpg,5,8250000,1086,196131,10721,2277887,274875,936490,70,13000.0,36,0,9.7,2024-09-15,2024-12-07,https://b.faloo.com/1442782.html
玄幻奇幻,盘点至高世界，吞噬法震撼星神,http://img.faloo.com/Novel/498x705/1/1546/001546256.jpg,崔心掌,//photo.faloo.com/default.jpg,6,680000,160,193051,4403,1199585,13123,447120,2,100.0,6,0,9.8,2024-10-24,2024-12-07,https://b.faloo.com/1449239.html
玄幻奇幻,玄幻：一分努力，万倍暴击收获！,http://img.faloo.com/Novel/498x705/1/1367/001367137.jpg,姐姐的肉包,http://photo.faloo.com/160x120/0/311/311802.jpg,7,3370000,2013,193546,7661,5018973,2178077,933077,233,77000.0,42,2,9.9,2024-07-15,2024-12-07,https://b.faloo.com/1430156.html
玄幻奇幻,高武：人到三十，超能力刷新,http://img.faloo.com/Novel/498x705/1/1096/001096886.jpg,海落天蓝,//photo.faloo.com/default.jpg,5,2680000,884,185043,5113,10386488,2578102,1289994,163,28000.0,16,0,9.9,2024-02-07,2024-12-08,https://b.faloo.com/1392161.html
玄幻奇幻,洪荒：悟性逆天，我为三世佛尊,http://img.faloo.com/Novel/498x705/1/1543/001543287.jpg,回家躺平,//photo.faloo.com/default.jpg,2,1540000,176,177401,4488,1624268,40272,614812,9,3688.0,5,0,9.2,2024-10-12,2024-12-07,https://b.faloo.com/1447118.html
玄幻奇幻,洪荒：开局重瞳，拜师截教云霄！,http://img.faloo.com/Novel/498x705/1/1554/001554280.jpg,再来三十,//photo.faloo.com/default.jpg,5,6530000,218,189744,5081,7488976,520732,2249382,217,71000.0,11,1,9.6,2024-05-05,2024-12-07,https://b.faloo.com/1413094.html
玄幻奇幻,封神：我成云霄坐骑，跑路证道,http://img.faloo.com/Novel/498x705/1/1544/001544151.jpg,垂天云,//photo.faloo.com/default.jpg,6,7420000,1722,175618,4106,1457753,71223,453297,9,151000.0,8,0,9.9,2024-10-15,2024-12-07,https://b.faloo.com/1447638.html
玄幻奇幻,洪荒：我，火神罗宣，悟性逆天！,http://img.faloo.com/Novel/498x705/1/1551/001551336.jpg,奶绿瓶,//photo.faloo.com/default.jpg,2,430000,22,179454,1238,467900,17469,380539,1,80000.0,4,0,9.9,2024-11-18,2024-12-07,https://b.faloo.com/1453673.html
玄幻奇幻,洪荒：从开天之初加入聊天群,http://img.faloo.com/Novel/498x705/1/1539/001539827.jpg,同天齐,http://photo.faloo.com/160x120/0/508/508785.jpg,5,2090000,1587,174995,3939,1861594,51211,227195,11,688.0,8,0,9.9,2024-09-23,2024-12-07,https://b.faloo.com/1444169.html
玄幻奇幻,我荒天帝！加入聊天群，投资万界,http://img.faloo.com/Novel/498x705/1/1480/001480612.jpg,公羊天纵,//photo.faloo.com/default.jpg,2,1920000,170,173620,15438,2284298,122717,680733,6,2088.0,8,0,9.9,2024-09-11,2024-12-07,https://b.faloo.com/1441968.html
玄幻奇幻,掠夺诸天词条，从方清雪开始！,http://img.faloo.com/Novel/498x705/1/1550/001550552.jpg,洛水无图,//photo.faloo.com/default.jpg,4,2660000,1638,175417,8155,543807,20121,191855,6,1188.0,51,0,9.7,2024-11-15,2024-12-07,https://b.faloo.com/1452992.html
玄幻奇幻,封神天兵：从掠夺词条开始崛起！,http://img.faloo.com/Novel/498x705/1/1377/001377216.jpg,狂飙小蜗牛,//photo.faloo.com/default.jpg,10,3850000,336,172377,3336,4932795,502513,991894,138,19000.0,0,2,9.8,2024-08-24,2024-12-07,https://b.faloo.com/1438715.html
玄幻奇幻,原神：游戏角色，让物理再次伟大,http://img.faloo.com/Novel/498x705/1/1107/001107510.jpg,逆水千帆,//photo.faloo.com/default.jpg,1,1190000,303,169866,2483,7563075,218048,1189479,76,15000.0,3,0,9.7,2024-03-20,2024-12-07,https://b.faloo.com/1401740.html
玄幻奇幻,废墟求生：我能让万物无限进化,http://img.faloo.com/Novel/498x705/0/840/000840433.jpg,各种控,//photo.faloo.com/default.jpg,1,8470000,1527,172919,5182,49531769,7843819,8470412,2804,1312000.0,1,15,10,2020-10-28,2024-12-08,https://b.faloo.com/844627.html
玄幻奇幻,洪荒：我，东华帝君，加入聊天群,http://img.faloo.com/Novel/498x705/1/1549/001549707.jpg,哈僵上榜,//photo.faloo.com/default.jpg,5,4670000,154,170588,2684,3984182,125944,1411609,9,106000.0,4,0,9.8,2024-08-03,2024-12-08,https://b.faloo.com/1434248.html
玄幻奇幻,聊天群：人在封神，掠夺万界词条,http://img.faloo.com/Novel/498x705/1/1538/001538178.jpg,延陵不谢花,http://photo.faloo.com/160x120/0/619/619022.jpg,6,3760000,1219,168853,4507,2394812,86114,987492,25,3888.0,0,0,9.7,2024-09-18,2024-12-05,https://b.faloo.com/1443304.html
玄幻奇幻,我在诸天很低调,http://img.faloo.com/Novel/498x705/0/712/000712621.jpg,被猫咬了,http://photo.faloo.com/160x120/0/781/781091.jpg,2,7170000,2607,171695,4598,28281968,2918180,4088644,660,601000.0,36,2,10,2021-08-06,2024-12-07,https://b.faloo.com/1009364.html
玄幻奇幻,洪荒：吾通天开局造人，女娲懵了,http://img.faloo.com/Novel/498x705/1/1060/001060295.jpg,王道玄,//photo.faloo.com/default.jpg,4,12590000,471,169823,2149,10061020,23723,2583077,3,183000.0,5,0,9.7,2023-09-29,2024-12-07,https://b.faloo.com/1359688.html
玄幻奇幻,全民末日：我，病毒君王,http://img.faloo.com/Novel/498x705/0/995/000995428.jpg,鬼神阎罗,http://photo.faloo.com/160x120/0/376/376853.jpg,6,11160000,1790,164421,5530,13337386,886235,1487234,296,36000.0,9,0,9.8,2023-03-09,2024-11-30,https://b.faloo.com/1290731.html
玄幻奇幻,终极系列：我，初代KO.1！,http://img.faloo.com/Novel/498x705/1/1541/001541317.jpg,我真不是靓仔,//photo.faloo.com/default.jpg,5,3650000,781,171340,11434,1661473,69301,578197,5,4964.0,25,0,9.9,2024-10-02,2024-12-07,https://b.faloo.com/1445503.html
玄幻奇幻,封神：冲刺瑶姬，我无限掠夺词条,http://img.faloo.com/Novel/498x705/1/1551/001551285.jpg,突突突豆泥,//photo.faloo.com/default.jpg,1,170000,19,179879,4438,468851,7308,164450,0,200.0,9,0,9.7,2024-11-18,2024-12-07,https://b.faloo.com/1453619.html
玄幻奇幻,盘点体系源头，从蛊真人到红毛东,http://img.faloo.com/Novel/498x705/1/1543/001543482.jpg,飞卢启动,//photo.faloo.com/default.jpg,4,2020000,178,168110,2454,2223014,17933,594698,5,688.0,0,0,9.9,2024-09-20,2024-12-07,https://b.faloo.com/1443668.html
玄幻奇幻,原神：提瓦特至尊天理,http://img.faloo.com/Novel/498x705/1/1543/001543016.jpg,兰陵小��,http://img.faloo.com/bbs/120x120/1/1689/1689554.jpg,4,11530000,3167,169660,2948,1392316,15948,375974,30,400.0,1,0,9.9,2024-10-11,2024-12-07,https://b.faloo.com/1446927.html
玄幻奇幻,拔出圣约朗基努斯之枪的我决定低调做人,http://img.faloo.com/Novel/498x705/0/647/000647635.jpg,扑街萌新,//photo.faloo.com/default.jpg,5,3770000,1620,168970,3249,13397552,1162017,1932403,204,37000.0,0,0,9.9,2021-04-21,2024-12-07,https://b.faloo.com/942800.html
玄幻奇幻,万界短视频，盘点不想成为的主角,http://img.faloo.com/Novel/498x705/1/1551/001551339.jpg,你啊你啊,//photo.faloo.com/default.jpg,3,2350000,612,165799,1233,462328,1385,337551,1,100.0,0,0,9.6,2024-11-18,2024-12-07,https://b.faloo.com/1453678.html
玄幻奇幻,洪荒：以运证道，开局迎娶云霄,http://img.faloo.com/Novel/498x705/1/1372/001372556.jpg,浅暮流殇,http://photo.faloo.com/160x120/0/298/298680.jpg,23,35360000,3889,168706,2719,3250066,40264,986186,1,1000.0,4,0,9.6,2024-08-05,2024-12-08,https://b.faloo.com/1434800.html
玄幻奇幻,洪荒：吾太初圣主，实为大盗,http://img.faloo.com/Novel/498x705/1/1544/001544216.jpg,黄金荣,http://img.faloo.com/bbs/120x120/1/1683/1683291.jpg,17,15970000,3398,166907,2894,1267128,9183,270394,47,1176.0,0,0,10,2024-10-16,2024-12-07,https://b.faloo.com/1447821.html
玄幻奇幻,人在大竹峰，悟性逆天，加入群聊,http://img.faloo.com/Novel/498x705/1/1548/001548152.jpg,咸鱼拌饭,http://photo.faloo.com/160x120/0/500/500025.jpg,7,6420000,1510,164024,5819,851866,12689,311621,6,100.0,1,0,9.9,2024-11-03,2024-12-07,https://b.faloo.com/1450946.html
玄幻奇幻,我师父是林正英,http://img.faloo.com/Novel/498x705/0/288/000288714.jpg,冰糖狸狸,http://photo.faloo.com/160x120/0/221/221873.jpg,2,9490000,2235,165278,2276,54460023,4211039,6583528,6396,910000.0,0,754,9.9,2018-10-27,2024-12-07,https://b.faloo.com/531576.html
玄幻奇幻,盗墓：武道通神，签到九阳真经！,http://img.faloo.com/Novel/498x705/1/1371/001371972.jpg,仙武衣客,//photo.faloo.com/default.jpg,6,7900000,1692,166569,7378,4351838,494340,811815,83,4100.0,0,0,9.8,2024-08-02,2024-12-07,https://b.faloo.com/1434226.html
玄幻奇幻,全民御兽：开局觉醒神话级天赋,http://img.faloo.com/Novel/498x705/1/1545/001545131.jpg,一世琉璃,http://photo.faloo.com/160x120/0/131/131877.jpg,6,17920000,2356,165096,4628,24734875,1943428,2352512,430,797000.0,7,0,10,2022-05-19,2024-12-05,https://b.faloo.com/1165292.html
玄幻奇幻,我的弟子全是沙雕玩家,http://img.faloo.com/Novel/498x705/0/563/000563874.jpg,回转火锅,//photo.faloo.com/default.jpg,3,8810000,1531,162737,5016,45250902,10479824,8218256,7768,7257000.0,14,49,10,2020-11-16,2024-12-08,https://b.faloo.com/853689.html
玄幻奇幻,人在西游花果山，悟空喂我吃金丹,http://img.faloo.com/Novel/498x705/1/1550/001550606.jpg,小乔的大宝贝,//photo.faloo.com/default.jpg,9,3240000,772,163070,3264,523148,3490,252422,1,100.0,3,0,10,2024-11-15,2024-12-07,https://b.faloo.com/1453031.html
玄幻奇幻,同时穿越，大腿竟是我自己,http://img.faloo.com/Novel/498x705/1/1540/001540352.jpg,勤奋努力的小虫,//photo.faloo.com/default.jpg,5,3660000,144,164562,2622,1929104,41169,879265,3,408000.0,3,0,9.8,2024-09-27,2024-12-08,https://b.faloo.com/1444766.html
玄幻奇幻,重生许仙，掠夺词条水漫灵山,http://img.faloo.com/Novel/498x705/1/1551/001551053.jpg,河边吃草莓,//photo.faloo.com/default.jpg,8,7160000,1684,168501,10285,477181,71232,242203,0,788.0,11,0,9.5,2024-11-17,2024-12-08,https://b.faloo.com/1453414.html
玄幻奇幻,终极；三十个零了不起铠甲合体！,http://img.faloo.com/Novel/498x705/1/1549/001549994.jpg,灵魂脊背,//photo.faloo.com/default.jpg,7,2730000,1570,161606,1702,588720,8442,254033,12,588.0,3,0,10,2024-11-12,2024-12-07,https://b.faloo.com/1452523.html
玄幻奇幻,灵气复苏：亿万倍天赋,http://img.faloo.com/Novel/498x705/0/336/000336827.jpg,天堂山上,//photo.faloo.com/default.jpg,24,9510000,1851,164734,3729,36616820,4057836,7767889,5231,1047000.0,0,79,9.9,2019-11-13,2024-12-07,https://b.faloo.com/667482.html
玄幻奇幻,游戏王：开局阴间卡组，致郁世界,http://img.faloo.com/Novel/498x705/0/797/000797302.jpg,叫我相公,//photo.faloo.com/default.jpg,4,12130000,1668,166335,2512,28555099,1820291,6381643,566,53000.0,7,1,10,2022-01-10,2024-12-07,https://b.faloo.com/1096976.html
玄幻奇幻,神话聊天群，开局麦丽素变金丹,http://img.faloo.com/Novel/498x705/1/1077/001077984.jpg,文盲小书生,//photo.faloo.com/default.jpg,7,4540000,1177,162326,2889,12513041,615649,2105142,104,358000.0,1,1,9.8,2023-10-13,2024-12-07,https://b.faloo.com/1363044.html
玄幻奇幻,同时穿越万界，改变路人命运,http://img.faloo.com/Novel/498x705/1/1090/001090273.jpg,意中藏世界,http://photo.faloo.com/160x120/0/560/560101.jpg,6,7040000,1641,162334,3713,8621178,163115,1963508,158,113000.0,9,0,9.9,2024-01-13,2024-12-07,https://b.faloo.com/1386823.html
玄幻奇幻,封神：微末崛起，我能掠夺词条,http://img.faloo.com/Novel/498x705/1/1460/001460367.jpg,小小花,http://photo.faloo.com/160x120/0/857/857137.jpg,5,11580000,1606,162211,2958,2796957,65495,876571,125,2576.0,0,0,9.7,2024-09-09,2024-12-07,https://b.faloo.com/1441592.html
玄幻奇幻,洪荒：拜师黄龙，种地成圣！,http://img.faloo.com/Novel/498x705/1/1545/001545985.jpg,上榜废烟a,//photo.faloo.com/default.jpg,2,4190000,764,162534,2236,1093000,23023,632202,6,1400.0,0,0,9.9,2024-10-24,2024-12-07,https://b.faloo.com/1449264.html
玄幻奇幻,封神：悟性逆天，拜师火灵圣母,http://img.faloo.com/Novel/498x705/1/1286/001286032.jpg,狂飙小蜗牛,//photo.faloo.com/default.jpg,10,3850000,336,159677,2187,4786610,131715,1303669,2,0.0,0,0,9.8,2024-06-17,2024-12-07,https://b.faloo.com/1423608.html
玄幻奇幻,我能一键修炼,http://img.faloo.com/Novel/498x705/0/355/000355276.jpg,青太白,//photo.faloo.com/default.jpg,2,22470000,2126,160096,2175,49977970,1303949,15041729,4435,1878000.0,0,189,9.9,2019-02-23,2024-12-07,https://b.faloo.com/563542.html
玄幻奇幻,都市之创造万界,http://img.faloo.com/Novel/498x705/0/188/000188452.jpg,三生烟火,//photo.faloo.com/default.jpg,9,11590000,2590,161680,2162,50780657,2122399,5171921,1351,3167000.0,0,354,10,2017-11-04,2024-12-05,https://b.faloo.com/467441.html
玄幻奇幻,封神：气运逆天，开局反噬死准提,http://img.faloo.com/Novel/498x705/1/1376/001376826.jpg,无忧爱西瓜,http://photo.faloo.com/160x120/0/583/583959.jpg,5,2930000,2228,159542,2197,2853661,24516,795138,36,2100.0,0,0,9.6,2024-08-22,2024-12-07,https://b.faloo.com/1438408.html
玄幻奇幻,盗墓：我能看到古董属性,http://img.faloo.com/Novel/498x705/1/1093/001093180.jpg,倪大帅1987,//photo.faloo.com/default.jpg,2,3830000,1309,160974,2239,24183341,2014902,3495884,538,99000.0,0,8,10,2022-04-10,2024-12-07,https://b.faloo.com/1143489.html
玄幻奇幻,洪荒:我是时辰,http://img.faloo.com/Novel/498x705/1/1061/001061210.jpg,云帆济海,http://photo.faloo.com/160x120/0/843/843901.jpg,1,2010000,446,161650,2458,10627101,326312,1990762,692,12000.0,4,2,9.9,2023-09-25,2024-12-07,https://b.faloo.com/1358984.html
玄幻奇幻,今已成神，加入万界聊天群,http://img.faloo.com/Novel/498x705/1/1545/001545539.jpg,梦境雪sy,http://photo.faloo.com/160x120/0/452/452879.jpg,17,18070000,1836,160353,2950,21903449,850600,4114467,141,2224000.0,3,2,9.9,2021-01-02,2024-12-07,https://b.faloo.com/879614.html
玄幻奇幻,洪荒之最强天帝,http://img.faloo.com/Novel/498x705/0/175/000175984.jpg,木易公子,http://img.faloo.com/bbs/120x120/1/1717/1717212.jpg,2,25520000,3128,159692,2203,50546384,969429,10601134,2751,311000.0,0,415,9.9,2017-05-25,2024-12-07,https://b.faloo.com/439335.html
玄幻奇幻,大秦：始皇之子，杀敌升级成至高,http://img.faloo.com/Novel/498x705/1/1021/001021998.jpg,无量功德,http://photo.faloo.com/160x120/0/596/596773.jpg,7,18690000,3004,163171,2161,35733646,3721774,4215952,2834,759000.0,0,15,9.9,2021-11-01,2024-12-07,https://b.faloo.com/1057398.html
玄幻奇幻,全民神�o时代：百倍增幅,http://img.faloo.com/Novel/498x705/0/652/000652854.jpg,东天的叶子,//photo.faloo.com/default.jpg,3,10680000,1646,161560,2168,35486554,3242526,10308678,1204,577000.0,0,2,10,2020-10-30,2024-12-07,https://b.faloo.com/845666.html
玄幻奇幻,创造魔卡：我的卡组无限融合,http://img.faloo.com/Novel/498x705/1/1551/001551602.jpg,一闪一闪小星星,//photo.faloo.com/default.jpg,4,4910000,1222,157154,1633,403773,5146,293277,5,688.0,4,0,10,2024-11-20,2024-12-07,https://b.faloo.com/1453910.html
玄幻奇幻,高武：尚公主后，我成剑神了,http://img.faloo.com/Novel/498x705/1/1112/001112548.jpg,天子莫笑,//photo.faloo.com/default.jpg,13,12960000,2062,158258,2229,8891444,475601,1653343,174,18000.0,2,0,9.5,2024-02-21,2024-12-08,https://b.faloo.com/1394443.html
玄幻奇幻,洪荒：我凤族太子，开局业力缠身,http://img.faloo.com/Novel/498x705/1/1161/001161438.jpg,幻梦流年,//photo.faloo.com/default.jpg,3,6860000,1632,158622,2557,4676016,51303,1979584,6,6100.0,0,1,9.9,2024-06-04,2024-12-07,https://b.faloo.com/1420402.html
玄幻奇幻,庇护所游戏：我能无限合成,http://img.faloo.com/Novel/498x705/1/1060/001060960.jpg,神刺,//photo.faloo.com/default.jpg,1,2070000,440,159025,9132,12869166,1339197,2057226,329,67000.0,1,2,9.9,2023-10-02,2024-12-06,https://b.faloo.com/1360347.html
玄幻奇幻,综武：永生羽化门，收徒百里东君,http://img.faloo.com/Novel/498x705/1/1369/001369858.jpg,醉酒而已,http://photo.faloo.com/160x120/0/875/875536.jpg,6,18230000,1635,161099,3088,4106655,280838,1327243,85,79000.0,0,0,9.8,2024-07-25,2024-12-07,https://b.faloo.com/1432465.html
玄幻奇幻,封神：让你代管截教，全成圣了？,http://img.faloo.com/Novel/498x705/0/686/000686526.jpg,橘子大西瓜,//photo.faloo.com/default.jpg,4,12250000,1329,159431,2159,27888589,1284227,5928273,839,105000.0,0,8,9.9,2021-06-28,2024-12-08,https://b.faloo.com/983462.html
玄幻奇幻,洪荒：截教羽翼仙，吾为酆都大帝,http://img.faloo.com/Novel/498x705/1/1108/001108318.jpg,余嘉归期,//photo.faloo.com/default.jpg,1,2150000,598,158592,2141,6909391,82871,1209167,153,59000.0,0,0,9.8,2024-03-22,2024-12-07,https://b.faloo.com/1402483.html
玄幻奇幻,大明：开局徐家嘲讽，我杀敌升级,http://img.faloo.com/Novel/498x705/1/1039/001039741.jpg,无量功德,http://photo.faloo.com/160x120/0/596/596773.jpg,7,18690000,3004,160983,2150,22162092,1265614,2335108,879,901000.0,0,21,10,2023-02-06,2024-12-07,https://b.faloo.com/1276524.html
玄幻奇幻,洪荒：最强慈航,http://img.faloo.com/Novel/498x705/1/1024/001024175.jpg,金玉道人,//photo.faloo.com/default.jpg,15,8150000,2194,158729,2022,9616042,184068,967032,3,300000.0,0,0,9.9,2023-06-13,2024-12-07,https://b.faloo.com/1326691.html
玄幻奇幻,同时穿越：我成了诸天主角的弟弟,http://img.faloo.com/Novel/498x705/1/1549/001549637.jpg,星光亦漫漫,//photo.faloo.com/default.jpg,1,370000,51,158975,4082,633942,5676,370660,1,53000.0,3,0,9.9,2024-11-10,2024-12-08,https://b.faloo.com/1452223.html
玄幻奇幻,国运：全民领主，开局位面之子！,http://img.faloo.com/Novel/498x705/1/1450/001450150.jpg,群主易冷,http://photo.faloo.com/160x120/0/587/587912.jpg,24,40570000,1336,159269,2170,17245369,248746,6087151,0,1959000.0,0,0,9.8,2022-08-28,2024-12-08,https://b.faloo.com/1214982.html
玄幻奇幻,遮天：征服诸天,http://img.faloo.com/Novel/498x705/1/1078/001078745.jpg,������,http://photo.faloo.com/160x120/0/495/495844.jpg,1,3440000,1653,158246,2193,9012477,51771,3433901,2,200.0,0,0,9.9,2023-12-04,2024-12-07,https://b.faloo.com/1376304.html
玄幻奇幻,封神：龙在灌江口，力捧瑶姬,http://img.faloo.com/Novel/498x705/1/1552/001552740.jpg,残翼梦蝶,//photo.faloo.com/default.jpg,6,1460000,332,164612,2044,335964,6598,96718,0,0.0,1,0,9.9,2024-11-23,2024-12-07,https://b.faloo.com/1454423.html
玄幻奇幻,洪荒小门神？永生之门也是门,http://img.faloo.com/Novel/498x705/1/1374/001374774.jpg,肥猪赛大象,//photo.faloo.com/default.jpg,11,5200000,2667,159122,2138,3272462,56034,888116,1,688.0,0,0,9.8,2024-08-14,2024-12-07,https://b.faloo.com/1436763.html
玄幻奇幻,人在大竹峰，悟性逆天，八岁飞升,http://img.faloo.com/Novel/498x705/1/1357/001357900.jpg,醉酒而已,http://photo.faloo.com/160x120/0/875/875536.jpg,6,18230000,1635,156973,2134,7741052,250774,2671626,86,103000.0,0,0,9.8,2024-03-04,2024-12-07,https://b.faloo.com/1397504.html
玄幻奇幻,我，邪神创造者！,http://img.faloo.com/Novel/498x705/1/1544/001544191.jpg,一岁一枯荣,http://photo.faloo.com/160x120/0/177/177147.jpg,7,22940000,2459,157728,2089,35925122,2291928,7155631,1270,1016000.0,0,54,10,2019-10-04,2024-12-07,https://b.faloo.com/656973.html
玄幻奇幻,洪荒：我的道侣遍诸天,http://img.faloo.com/Novel/498x705/0/990/000990401.jpg,小小一枝花,//photo.faloo.com/default.jpg,3,5780000,2625,158683,2608,15498941,210517,1893163,16,5364.0,3,0,9.7,2023-03-17,2024-12-07,https://b.faloo.com/1294181.html
玄幻奇幻,洪荒：重生时钟，我掌控时间！,http://img.faloo.com/Novel/498x705/1/1224/001224723.jpg,肥猪赛大象,//photo.faloo.com/default.jpg,11,5200000,2667,158155,2209,4635858,23980,1323625,1,100.0,0,0,9.8,2024-06-11,2024-12-07,https://b.faloo.com/1422085.html
玄幻奇幻,全民：夭寿！法爷我怎么只会禁咒,http://img.faloo.com/Novel/498x705/0/986/000986520.jpg,黑网吧老板,//photo.faloo.com/default.jpg,5,8640000,2558,160708,3111,20799571,2989248,2438182,1206,1075000.0,6,5,10,2022-09-30,2024-12-04,https://b.faloo.com/1229216.html
玄幻奇幻,灵异：我有一个小世界,http://img.faloo.com/Novel/498x705/0/819/000819189.jpg,他曾经是少年,http://photo.faloo.com/160x120/0/326/326940.jpg,2,7120000,1083,160588,3265,21491938,1067309,5769812,165,23000.0,4,1,10,2022-03-01,2024-12-06,https://b.faloo.com/1119879.html
玄幻奇幻,洪荒：人在阐教，我以易成道,http://img.faloo.com/Novel/498x705/1/1371/001371822.jpg,神龙无敌,//photo.faloo.com/default.jpg,5,9750000,2068,157312,4397,3304199,15457,1566148,1,100.0,0,0,9.7,2024-08-01,2024-12-07,https://b.faloo.com/1433929.html
玄幻奇幻,黑暗童话：暴君，开局征服灰姑娘,http://img.faloo.com/Novel/498x705/1/1364/001364628.jpg,甜味西瓜,//photo.faloo.com/default.jpg,8,1710000,170,158732,2315,3802673,46014,928478,0,3988.0,0,0,9.9,2024-07-05,2024-12-07,https://b.faloo.com/1427840.html
玄幻奇幻,全民基建：开局打造万里长城！,http://img.faloo.com/Novel/498x705/0/645/000645314.jpg,天榜张天师,http://photo.faloo.com/160x120/0/555/555326.jpg,3,10720000,1377,158251,4908,25898318,741505,7342151,349,517000.0,0,0,9.9,2021-04-04,2024-12-07,https://b.faloo.com/933118.html
玄幻奇幻,我打造了仙秦多元宇宙帝国,http://img.faloo.com/Novel/498x705/0/441/000441517.jpg,暮鼓晨钟,//photo.faloo.com/default.jpg,4,4980000,1700,159662,2137,32962314,536480,4803920,166,75000.0,0,18,9.9,2020-04-14,2024-12-07,https://b.faloo.com/734442.html
玄幻奇幻,晚年大成圣体，我能穿越封神,http://img.faloo.com/Novel/498x705/1/1072/001072985.jpg,垂天云,//photo.faloo.com/default.jpg,6,7420000,1722,159453,2151,11940326,144136,2096503,58,199000.0,0,1,9.8,2023-10-08,2024-12-07,https://b.faloo.com/1361472.html
玄幻奇幻,人在封神：微末崛起，天官大帝,http://img.faloo.com/Novel/498x705/1/1098/001098998.jpg,小小花,http://photo.faloo.com/160x120/0/857/857137.jpg,5,11580000,1606,159126,2359,9233973,150399,2593424,49,50000.0,0,0,9.9,2024-01-07,2024-12-07,https://b.faloo.com/1385057.html
玄幻奇幻,全民御兽：我能看到隐藏信息,http://img.faloo.com/Novel/498x705/1/1048/001048175.jpg,宠物求生,http://photo.faloo.com/160x120/0/600/600328.jpg,1,6470000,1357,156955,2136,26822753,1232821,6468797,435,496000.0,1,3,9.9,2021-03-21,2024-12-07,https://b.faloo.com/925242.html
玄幻奇幻,洪荒：吾焰中仙罗宣，合成万物,http://img.faloo.com/Novel/498x705/1/1072/001072758.jpg,强哈哈哈帝,//photo.faloo.com/default.jpg,7,6280000,448,155652,2192,9856333,24026,1621077,1,234000.0,0,0,9.8,2023-10-18,2024-12-07,https://b.faloo.com/1364176.html
玄幻奇幻,疯了，你拿科幻天庭当神域？,http://img.faloo.com/Novel/498x705/0/835/000835038.jpg,风气天阑,//photo.faloo.com/default.jpg,2,3480000,1103,157087,2094,23050714,1432734,3437639,980,397000.0,0,0,9.9,2021-12-03,2024-12-07,https://b.faloo.com/1076762.html
玄幻奇幻,洪荒：悟性逆天，拜师赵公明开始,http://img.faloo.com/Novel/498x705/1/1109/001109683.jpg,读者都是大肌,//photo.faloo.com/default.jpg,1,3520000,622,159058,2125,6777729,27839,1575632,28,788.0,0,0,9.8,2024-03-24,2024-12-07,https://b.faloo.com/1402970.html
玄幻奇幻,洪荒：混沌灵果化形被女娲拐回家,http://img.faloo.com/Novel/498x705/0/925/000925484.jpg,超级猪猪侠,//photo.faloo.com/default.jpg,2,2170000,1210,157387,3091,16709103,66702,2163009,8,2888.0,0,0,9.9,2022-10-01,2024-12-07,https://b.faloo.com/1229541.html
