type,title,cover,author,authorImg,authorWork,authorWords,authorDays,monthRead,monthFlower,allRead,allFlower,wordNum,updateTicket,reward,monthTicker,shareNum,rate,startTime,updateTime,detailLink
军事历史,打造超级帝国，从北美开始！,http://img.faloo.com/Novel/498x705/0/972/000972620.jpg,猗伏仙君,//photo.faloo.com/default.jpg,4,2220000,2145,201929,2114,21467999,463717,1339294,164,1921000.0,0,0,9.9,2021-09-10,2024-12-09,https://b.faloo.com/1029957.html
军事历史,明星军演：开局鬼背，我地表最强,http://img.faloo.com/Novel/498x705/1/1046/001046767.jpg,梦里戏外,http://photo.faloo.com/160x120/0/764/764574.jpg,6,7230000,975,204047,2104,11745953,67457,1440118,29,122000.0,0,1,9.8,2023-08-13,2024-12-09,https://b.faloo.com/1347089.html
军事历史,大唐熊孩子之神探狄仁杰,http://img.faloo.com/Novel/498x705/0/322/000322640.jpg,手里捧着窝窝头,//photo.faloo.com/default.jpg,4,9800000,2685,202507,2165,48834859,358284,9094627,520,971000.0,0,29,9.9,2018-03-05,2024-12-10,https://b.faloo.com/485571.html
军事历史,皇帝颁奖典礼：开局颁发千古一帝,http://img.faloo.com/Novel/498x705/0/967/000967737.jpg,盘点剪辑嬴政,http://photo.faloo.com/160x120/0/640/640506.jpg,2,7050000,1197,202440,2112,22360904,568590,5617836,192,1022000.0,0,0,10,2021-08-30,2024-12-09,https://b.faloo.com/1024135.html
军事历史,三国：皇帝替身，开局安抚何皇后,http://img.faloo.com/Novel/498x705/1/1060/001060966.jpg,天命帝王,//photo.faloo.com/default.jpg,5,1000000,450,204021,2124,7161921,201204,807315,31,152000.0,0,1,9.7,2023-10-02,2024-12-09,https://b.faloo.com/1360353.html
军事历史,我，毒士圣体，嬴政劝我冷静！,http://img.faloo.com/Novel/498x705/1/1123/001123442.jpg,巡河��,//photo.faloo.com/default.jpg,10,25210000,1034,202019,2105,5246535,30875,1172807,21,59000.0,0,0,9.9,2024-05-11,2024-12-09,https://b.faloo.com/1414633.html
军事历史,你一民企，怎么尽干国家的事？,http://img.faloo.com/Novel/498x705/1/1078/001078353.jpg,师妹别别过来,http://photo.faloo.com/160x120/0/727/727236.jpg,3,4360000,1417,202897,2152,10382126,78204,902541,30,14000.0,0,0,9.7,2023-12-04,2024-12-08,https://b.faloo.com/1376420.html
军事历史,大明：悟性逆天，推演天子封神术,http://img.faloo.com/Novel/498x705/1/1025/001025151.jpg,大秦大唐大明丶,http://photo.faloo.com/160x120/0/881/881366.jpg,14,16870000,957,201777,2114,10476536,14108,1438075,1,100.0,0,0,9.6,2023-06-16,2024-12-09,https://b.faloo.com/1327525.html
军事历史,民国：黄埔毕业后，造反光头校长,http://img.faloo.com/Novel/498x705/1/1091/001091833.jpg,国之荣耀,//photo.faloo.com/default.jpg,20,29730000,1314,203511,2124,7745612,13203,3000784,0,100.0,0,0,9.7,2024-01-18,2024-12-09,https://b.faloo.com/1388112.html
军事历史,1949：抗鹰前夕，特招我回国,http://img.faloo.com/Novel/498x705/1/1362/001362597.jpg,秒冲天榜,//photo.faloo.com/default.jpg,7,2610000,366,202360,2124,3949880,13152,533868,0,130000.0,0,0,9.6,2024-06-27,2024-12-09,https://b.faloo.com/1425940.html
军事历史,人在王牌部队：退兵顾一野！,http://img.faloo.com/Novel/498x705/0/804/000804539.jpg,绊脚兔兔,//photo.faloo.com/default.jpg,6,24780000,1078,203644,2107,20045385,337511,6366188,89,423000.0,0,0,9.9,2022-01-02,2024-12-09,https://b.faloo.com/1092606.html
军事历史,红楼综视：开局兵围神京一战封神,http://img.faloo.com/Novel/498x705/0/956/000956086.jpg,我爱喝奈雪,http://photo.faloo.com/160x120/0/666/666653.jpg,1,560000,1094,135436,499,3694017,101377,516733,6,7688.0,2,0,10,2022-12-10,2024-11-30,https://b.faloo.com/1259300.html
军事历史,抗战：软饭王？我靠吃软饭成列强,http://img.faloo.com/Novel/498x705/1/1005/001005376.jpg,飞上云巅,//photo.faloo.com/default.jpg,1,1940000,606,201753,2115,14879610,123013,1930882,32,63000.0,0,0,9.7,2023-04-15,2024-12-09,https://b.faloo.com/1305955.html
军事历史,大明：草民朱元璋，拜见永乐大帝,http://img.faloo.com/Novel/498x705/1/1376/001376689.jpg,林林林生映,//photo.faloo.com/default.jpg,7,8110000,815,156365,1030,3857479,187173,752884,29,262000.0,0,0,9.9,2024-06-19,2024-11-30,https://b.faloo.com/1424246.html
军事历史,大明熊孩子：重八，借你玉玺一用,http://img.faloo.com/Novel/498x705/0/877/000877256.jpg,大秦扛把子,//photo.faloo.com/default.jpg,1,3570000,989,203575,2113,17780563,57281,3465586,89,288000.0,0,2,9.9,2022-06-20,2024-12-09,https://b.faloo.com/1181738.html
军事历史,三国：开局暴打吕布,http://img.faloo.com/Novel/498x705/1/1158/001158950.jpg,萧家易水,//photo.faloo.com/default.jpg,1,8340000,1582,202500,2114,26723454,68739,8335842,30,464000.0,0,0,9.9,2020-08-10,2024-12-09,https://b.faloo.com/809828.html
军事历史,悍匪型少帅，大帅人麻了！,http://img.faloo.com/Novel/498x705/0/949/000949454.jpg,吾本无心,//photo.faloo.com/default.jpg,1,3010000,828,202527,2114,17496004,348762,3013609,147,668000.0,0,0,9.9,2022-09-03,2024-12-09,https://b.faloo.com/1217467.html
军事历史,大秦：悟性逆天，赵姬助我长生！,http://img.faloo.com/Novel/498x705/1/1100/001100520.jpg,综漫综武娱乐,//photo.faloo.com/default.jpg,4,7150000,320,202624,2112,6107278,46117,2226375,16,171000.0,0,0,9.9,2024-02-26,2024-12-10,https://b.faloo.com/1395587.html
军事历史,雇佣兵：开局猎杀战狼中队！,http://img.faloo.com/Novel/498x705/0/829/000829476.jpg,一日八更,//photo.faloo.com/default.jpg,16,21360000,1785,203734,2109,18903350,76350,4907795,54,2176.0,0,0,9.9,2022-03-21,2024-12-09,https://b.faloo.com/1131924.html
军事历史,大明：教马皇后军体拳，气死老朱,http://img.faloo.com/Novel/498x705/1/1035/001035237.jpg,唔,http://photo.faloo.com/160x120/0/701/701582.jpg,0,6510000,1021,203543,2110,12806805,91041,1518484,27,273000.0,0,0,9.9,2023-07-13,2024-12-09,https://b.faloo.com/1336692.html
军事历史,大秦：开局炼化十万尸兵,http://img.faloo.com/Novel/498x705/0/905/000905806.jpg,大秦汉,//photo.faloo.com/default.jpg,4,11640000,1494,201408,2104,14882876,73470,4642159,5,4088.0,0,0,9.8,2022-08-17,2024-12-09,https://b.faloo.com/1210298.html
军事历史,大秦鬼背帝师，教导扶苏暴打胡亥,http://img.faloo.com/Novel/498x705/0/817/000817194.jpg,妖女屠天,//photo.faloo.com/default.jpg,5,1290000,1168,203010,2113,9285801,151970,1131902,22,5300.0,0,2,10,2022-02-26,2024-12-09,https://b.faloo.com/1118284.html
军事历史,抗战：集团军百万！鹰酱怕我二战,http://img.faloo.com/Novel/498x705/1/1540/001540093.jpg,云巅小刀,http://photo.faloo.com/160x120/0/661/661909.jpg,2,3020000,1115,202626,3055,2772957,19334,661064,1,6100.0,3,0,9.6,2024-08-18,2024-12-09,https://b.faloo.com/1437648.html
军事历史,大秦：垂钓诸天，开局八奇技,http://img.faloo.com/Novel/498x705/1/1367/001367810.jpg,银星33,//photo.faloo.com/default.jpg,1,810000,146,202359,2112,2194522,3207,810553,0,200.0,0,0,10,2024-07-17,2024-12-10,https://b.faloo.com/1430726.html
军事历史,抗鹰前夕：从温压弹洗地鹰酱开始,http://img.faloo.com/Novel/498x705/1/1376/001376545.jpg,画骨人,//photo.faloo.com/default.jpg,6,5610000,1280,203671,2129,2665618,3982,962036,0,100.0,0,0,9.9,2024-08-21,2024-12-09,https://b.faloo.com/1438200.html
军事历史,我！大秦瑞兽，开局气运问答,http://img.faloo.com/Novel/498x705/1/1028/001028594.jpg,大秦瑞兽,//photo.faloo.com/default.jpg,2,1960000,1311,203697,2113,19382299,248811,1934328,107,1508000.0,0,0,9.9,2021-07-01,2024-12-09,https://b.faloo.com/985653.html
军事历史,大秦：毒士圣体，嬴政劝我冷静！,http://img.faloo.com/Novel/498x705/1/1112/001112404.jpg,大秦大唐大明丶,http://photo.faloo.com/160x120/0/881/881366.jpg,14,16870000,957,201672,2110,5890517,9379,1412659,1,100.0,0,0,9.4,2024-04-08,2024-12-09,https://b.faloo.com/1406522.html
军事历史,三国：开局抢了曹操的兖州！,http://img.faloo.com/Novel/498x705/1/1107/001107512.jpg,大秦易水,//photo.faloo.com/default.jpg,1,8230000,1469,203637,2109,24999887,48956,8234959,2,234000.0,0,0,9.9,2020-12-01,2024-12-09,https://b.faloo.com/862244.html
军事历史,抗战：悟性逆天，我一统北洋军阀,http://img.faloo.com/Novel/498x705/1/1066/001066003.jpg,娣辨��璇����,http://photo.faloo.com/160x120/0/704/704068.jpg,12,18910000,1485,201655,2109,9730940,11626,2437355,5,200.0,0,0,9.9,2023-10-22,2024-12-09,https://b.faloo.com/1365277.html
军事历史,水浒：大宋你别怂,http://img.faloo.com/Novel/498x705/0/929/000929827.jpg,满身花影,http://photo.faloo.com/160x120/0/132/132484.jpg,4,14270000,3767,202420,2114,16133981,161769,6855106,122,48000.0,0,0,10,2022-10-11,2024-12-09,https://b.faloo.com/1233997.html
军事历史,抗战：效力三年，把我卖给鬼子？,http://img.faloo.com/Novel/498x705/0/905/000905703.jpg,一念成空,//photo.faloo.com/default.jpg,27,10600000,1048,203045,2138,17018222,82365,1804808,9,4588.0,0,0,10,2022-08-17,2024-12-09,https://b.faloo.com/1210187.html
军事历史,九岁让我当摄政王，皇兄你闹呢？,http://img.faloo.com/Novel/498x705/0/843/000843424.jpg,月下买酒s,//photo.faloo.com/default.jpg,3,3620000,1281,201593,2106,15072498,42803,1659072,37,1776.0,0,0,9.9,2022-04-16,2024-12-09,https://b.faloo.com/1146973.html
军事历史,大秦：军功自己送上门，震惊嬴政,http://img.faloo.com/Novel/498x705/1/1071/001071998.jpg,元宵佳节,//photo.faloo.com/default.jpg,13,16720000,526,203780,2105,9550086,45900,1549744,7,275000.0,0,0,9.9,2023-11-12,2024-12-09,https://b.faloo.com/1370643.html
军事历史,抗战：让你单干，却打造王牌部队,http://img.faloo.com/Novel/498x705/0/851/000851822.jpg,大秦四合院呀,//photo.faloo.com/default.jpg,3,6320000,953,201805,2115,17936452,21938,3055739,1,1300.0,0,0,9.9,2022-05-01,2024-12-09,https://b.faloo.com/1155737.html
军事历史,三国：拥兵百万，说没有不轨之心,http://img.faloo.com/Novel/498x705/1/1141/001141152.jpg,云中天一,//photo.faloo.com/default.jpg,14,14580000,1703,203903,2116,4554961,4284,1886319,0,20000.0,0,0,9.9,2024-05-25,2024-12-09,https://b.faloo.com/1418186.html
军事历史,盘点国士：五千年盛世无愧华夏,http://img.faloo.com/Novel/498x705/1/1044/001044192.jpg,囚笼凌凌漆,//photo.faloo.com/default.jpg,10,29390000,1371,202641,2112,11113477,8889,3133387,5,31000.0,0,0,9.7,2023-08-05,2024-12-10,https://b.faloo.com/1344755.html
军事历史,锦鲤皇子，嬴政逼我当秦二世,http://img.faloo.com/Novel/498x705/1/1070/001070627.jpg,峰火戏诸侯,//photo.faloo.com/default.jpg,12,19520000,609,203271,2113,9882754,46634,1652808,4,186000.0,0,0,9.7,2023-11-07,2024-12-09,https://b.faloo.com/1369336.html
军事历史,带老朱刷副本成仙，诸天大明崩了,http://img.faloo.com/Novel/498x705/1/1020/001020693.jpg,盛世之年,//photo.faloo.com/default.jpg,3,4750000,823,203572,2113,14638175,185122,1723514,57,920000.0,0,0,9.8,2023-04-30,2024-12-09,https://b.faloo.com/1311271.html
军事历史,三国：我，大魏帝皇，忠义纯良！,http://img.faloo.com/Novel/498x705/1/1068/001068347.jpg,大秦烛照,//photo.faloo.com/default.jpg,4,4430000,1571,202331,2104,9017127,28707,1178754,8,4764.0,0,0,9.8,2023-10-31,2024-12-06,https://b.faloo.com/1367368.html
军事历史,影视：穿越炮营，开局奖励喀秋莎,http://img.faloo.com/Novel/498x705/0/931/000931248.jpg,朱雀之志,//photo.faloo.com/default.jpg,5,29380000,835,203450,2107,15960378,52816,4787088,8,80000.0,0,0,9.9,2022-10-14,2024-12-09,https://b.faloo.com/1235350.html
军事历史,中东挖导弹，我军火商身份曝光,http://img.faloo.com/Novel/498x705/1/1551/001551263.jpg,二两肉,//photo.faloo.com/default.jpg,4,390000,95,201143,1424,653008,492,191804,0,0.0,0,0,10,2024-11-11,2024-12-05,https://b.faloo.com/1452292.html
军事历史,当奸臣玩玉漱，关你易小川屁事？,http://img.faloo.com/Novel/498x705/1/1127/001127287.jpg,煤炭灰,//photo.faloo.com/default.jpg,1,1560000,233,203265,2113,5099734,20528,1378940,16,1688.0,0,0,9.4,2024-05-14,2024-12-10,https://b.faloo.com/1415396.html
军事历史,三国：开局用玻璃杯换了个爵位,http://img.faloo.com/Novel/498x705/0/514/000514207.jpg,神豪海贼,//photo.faloo.com/default.jpg,1,11960000,1592,203629,2113,27680893,177369,11924334,96,268000.0,0,0,9.9,2020-08-16,2024-12-09,https://b.faloo.com/812913.html
军事历史,大明：开局治好皇孙，凭理工成圣,http://img.faloo.com/Novel/498x705/1/1040/001040285.jpg,火点木四,//photo.faloo.com/default.jpg,4,7070000,507,201709,2138,12042746,12534,2581160,0,310000.0,0,0,9.8,2023-07-26,2024-12-10,https://b.faloo.com/1341213.html
军事历史,鹰派军长空降汉东，枪毙侯亮平！,http://img.faloo.com/Novel/498x705/1/1369/001369203.jpg,我爱读书,//photo.faloo.com/default.jpg,18,5180000,330,202668,2121,3346993,9576,1097756,0,10000.0,0,0,7.1,2024-07-22,2024-12-09,https://b.faloo.com/1431759.html
军事历史,特种兵：开局被招安,http://img.faloo.com/Novel/498x705/0/386/000386396.jpg,收藏领vip点,//photo.faloo.com/default.jpg,12,21130000,1886,202305,2101,33394500,144804,8413829,151,14000.0,0,15,9.9,2019-12-20,2024-12-09,https://b.faloo.com/680234.html
军事历史,抗日杀神，侯亮平你说我不够红？,http://img.faloo.com/Novel/498x705/1/1364/001364791.jpg,层然,//photo.faloo.com/default.jpg,4,3540000,165,202569,2121,3859554,3572,1736006,3,200.0,0,0,6.4,2024-07-06,2024-12-10,https://b.faloo.com/1428029.html
军事历史,抗战：冒牌飞行员，开局轰炸东京,http://img.faloo.com/Novel/498x705/1/1038/001038239.jpg,明月哪时照我还,http://photo.faloo.com/160x120/0/827/827669.jpg,4,8030000,521,202431,2107,12182202,78308,3537231,7,121000.0,0,0,9.8,2023-07-20,2024-12-09,https://b.faloo.com/1339343.html
军事历史,水浒：从今天起，梁山我做主！,http://img.faloo.com/Novel/498x705/0/937/000937460.jpg,一锅双喜,//photo.faloo.com/default.jpg,6,19810000,2148,202311,2158,16439226,79358,2768402,3,2576.0,0,0,10,2022-10-28,2024-12-10,https://b.faloo.com/1241495.html
军事历史,大明：老大，要不让老三当太子吧,http://img.faloo.com/Novel/498x705/1/1016/001016763.jpg,小秦王,http://photo.faloo.com/160x120/0/772/772315.jpg,2,2090000,734,202152,2104,11607818,35582,907513,42,82000.0,0,0,9.9,2023-05-23,2024-12-10,https://b.faloo.com/1319584.html
军事历史,民国，两界天王,http://img.faloo.com/Novel/498x705/1/1549/001549194.jpg,铁子爱我,//photo.faloo.com/default.jpg,54,4420000,2947,201181,1947,718323,1088,260385,0,0.0,3,0,10,2024-11-07,2024-12-09,https://b.faloo.com/1451702.html
军事历史,抗战：让你战场督战，竟成了将军,http://img.faloo.com/Novel/498x705/0/921/000921676.jpg,抗战名将千寻,//photo.faloo.com/default.jpg,9,21980000,811,201758,2110,16191940,73049,4028367,24,92000.0,0,2,9.9,2022-09-22,2024-12-09,https://b.faloo.com/1225824.html
军事历史,特种兵：退役后，被紧急召回,http://img.faloo.com/Novel/498x705/0/616/000616808.jpg,赛文,//photo.faloo.com/default.jpg,8,19910000,1435,201717,2107,20892481,29064,5151298,16,3476.0,0,0,9.9,2021-02-25,2024-12-09,https://b.faloo.com/911232.html
军事历史,大明：开局就灭了女真！,http://img.faloo.com/Novel/498x705/1/1142/001142372.jpg,怕不辣,http://photo.faloo.com/160x120/0/670/670237.jpg,3,7680000,1398,202289,2107,8423531,25254,1236065,2,330000.0,0,0,9.9,2022-05-18,2024-12-10,https://b.faloo.com/1164599.html
军事历史,大秦：咸阳亭长，把始皇拒之门外,http://img.faloo.com/Novel/498x705/0/961/000961353.jpg,大秦烛照,//photo.faloo.com/default.jpg,4,4430000,1571,201922,2111,14103363,84004,1582458,9,1400.0,0,0,10,2022-12-28,2024-12-06,https://b.faloo.com/1264453.html
军事历史,大明：最穷县令，老朱跪求我贪污,http://img.faloo.com/Novel/498x705/0/871/000871284.jpg,辉下洪荒妖,//photo.faloo.com/default.jpg,5,5650000,1703,204026,2569,11676852,92656,1823932,62,152000.0,3,0,9.9,2022-05-18,2024-12-09,https://b.faloo.com/1164957.html
军事历史,说好礼仪之邦，兔子怎么都是魔修,http://img.faloo.com/Novel/498x705/1/1539/001539721.jpg,流氓不流氓,http://photo.faloo.com/160x120/0/529/529103.jpg,10,8650000,2454,201969,2101,6127027,96062,832560,15,112000.0,0,0,9.4,2024-04-15,2024-12-09,https://b.faloo.com/1408376.html
军事历史,大秦：融合圣主，惊鲵天天孕反,http://img.faloo.com/Novel/498x705/1/1369/001369323.jpg,手可摘棉花w,//photo.faloo.com/default.jpg,1,1220000,155,202339,2113,3342962,6107,1219300,1,400.0,0,0,9.8,2024-07-23,2024-12-10,https://b.faloo.com/1432031.html
军事历史,军工摸底：拖拉机厂造高达？,http://img.faloo.com/Novel/498x705/1/1255/001255713.jpg,耗子为止,//photo.faloo.com/default.jpg,4,3550000,2196,203294,2301,4223583,6959,600753,0,20000.0,0,0,10,2024-06-14,2024-12-09,https://b.faloo.com/1422965.html
军事历史,大明：我汉王，浑身反骨气晕朱棣,http://img.faloo.com/Novel/498x705/1/1117/001117347.jpg,茳湖哥哥,http://photo.faloo.com/160x120/0/874/874837.jpg,6,3320000,680,201514,1246,4543356,17043,714222,0,888.0,0,0,9.7,2024-04-25,2024-12-09,https://b.faloo.com/1410925.html
军事历史,见义勇为的我，被大学特招了,http://img.faloo.com/Novel/498x705/0/677/000677015.jpg,赛文,//photo.faloo.com/default.jpg,8,19910000,1435,203411,2107,20034044,133347,4472199,101,1093000.0,0,0,10,2021-06-12,2024-12-09,https://b.faloo.com/973384.html
军事历史,狼牙门口卖冰棍，被范天雷盯上了,http://img.faloo.com/Novel/498x705/0/741/000741639.jpg,国之荣耀,//photo.faloo.com/default.jpg,20,29730000,1314,202230,2106,20290858,27198,4814066,9,300.0,0,0,9.8,2021-09-28,2024-12-09,https://b.faloo.com/1039282.html
军事历史,二战搅屎棍：我继承了北洋江山,http://img.faloo.com/Novel/498x705/1/1063/001063815.jpg,吃西瓜吗,//photo.faloo.com/default.jpg,3,2880000,631,201776,3523,10132470,23490,1147916,7,100.0,0,0,9.8,2023-10-13,2024-12-09,https://b.faloo.com/1362821.html
军事历史,大明：我带老朱回了一趟明末！,http://img.faloo.com/Novel/498x705/0/926/000926717.jpg,火书楼木四,//photo.faloo.com/default.jpg,4,9780000,854,201467,2109,17082658,56785,4008168,5,495000.0,0,0,9.9,2022-08-08,2024-12-10,https://b.faloo.com/1205882.html
军事历史,大明：澳洲刚称帝，陈友谅东征？,http://img.faloo.com/Novel/498x705/1/1007/001007588.jpg,椰风挡不住,//photo.faloo.com/default.jpg,2,7160000,664,203277,2109,13963284,17904,3444858,0,71000.0,0,0,9.8,2023-04-29,2024-12-09,https://b.faloo.com/1310933.html
军事历史,大明：土匪型皇子，就藩就抄家！,http://img.faloo.com/Novel/498x705/0/889/000889303.jpg,历史王侯,//photo.faloo.com/default.jpg,6,760000,947,201601,2025,2796715,145034,407240,36,742000.0,0,0,9.9,2022-07-15,2024-12-09,https://b.faloo.com/1194069.html
军事历史,大明：开局一扇任意门震惊朱元璋,http://img.faloo.com/Novel/498x705/0/791/000791207.jpg,青雪,//photo.faloo.com/default.jpg,1,2550000,1089,201881,2104,12547564,41803,2486607,5,3776.0,0,0,9.9,2021-12-29,2024-12-09,https://b.faloo.com/1090588.html
军事历史,三国：开局被联军赶走，打造大秦,http://img.faloo.com/Novel/498x705/1/1362/001362750.jpg,大明国运,//photo.faloo.com/default.jpg,1,4080000,761,201622,2109,16606564,159894,4078743,4,492000.0,0,0,9.9,2022-11-09,2024-12-09,https://b.faloo.com/1246924.html
军事历史,抗战：我老李有病，就怕火力不足,http://img.faloo.com/Novel/498x705/1/1081/001081309.jpg,胸不贫何以平天下,//photo.faloo.com/default.jpg,22,45510000,3076,203501,2108,8351756,11631,2343586,2,588.0,0,0,9.9,2023-12-13,2024-12-09,https://b.faloo.com/1378939.html
军事历史,大秦：残暴型逆子，开局问罪祖龙,http://img.faloo.com/Novel/498x705/0/904/000904690.jpg,青袂婉约,//photo.faloo.com/default.jpg,12,17520000,866,203296,2108,16486065,56470,6034088,23,788.0,0,0,10,2022-08-15,2024-12-10,https://b.faloo.com/1209283.html
军事历史,大明：重八老弟，二哥教你治国,http://img.faloo.com/Novel/498x705/0/997/000997376.jpg,神龙天一,//photo.faloo.com/default.jpg,25,9550000,674,203684,2150,15237850,70752,3586578,98,112000.0,0,0,9.6,2023-04-02,2024-12-09,https://b.faloo.com/1301043.html
军事历史,特种兵：开局解锁999种技能,http://img.faloo.com/Novel/498x705/0/493/000493089.jpg,老臣心,//photo.faloo.com/default.jpg,9,10230000,2997,201918,2112,25832800,53241,865313,149,19000.0,0,0,9.9,2020-07-14,2024-12-09,https://b.faloo.com/794935.html
军事历史,抗战：低调发展，老总瞒不住了,http://img.faloo.com/Novel/498x705/1/1372/001372522.jpg,潇湘小书童,http://photo.faloo.com/160x120/0/695/695681.jpg,4,4490000,1021,201204,2136,2923833,9005,575530,0,22000.0,0,0,10,2024-08-05,2024-12-09,https://b.faloo.com/1434770.html
军事历史,刷短视频直通历史，古人原地裂开,http://img.faloo.com/Novel/498x705/1/1079/001079975.jpg,兔子没耳朵,//photo.faloo.com/default.jpg,12,9600000,398,202153,2106,8800533,16256,2358061,0,120000.0,0,0,9.7,2023-12-09,2024-12-09,https://b.faloo.com/1377847.html
军事历史,影视：开局一枪干掉阿祖,http://img.faloo.com/Novel/498x705/1/1548/001548858.jpg,抛光大师,//photo.faloo.com/default.jpg,3,1480000,1653,202378,3093,864261,7554,161908,0,15000.0,4,0,10,2024-11-02,2024-12-09,https://b.faloo.com/1450782.html
军事历史,三国：阵法碑成，子午谷骑砍灭魏,http://img.faloo.com/Novel/498x705/1/1548/001548218.jpg,大秦大唐大明万,http://photo.faloo.com/160x120/0/882/882765.jpg,6,4600000,1011,201491,3023,1737853,17872,1100241,0,74000.0,0,0,10,2024-09-28,2024-12-07,https://b.faloo.com/1444975.html
军事历史,穿越二战，竟成鬼子战俘营狱长？,http://img.faloo.com/Novel/498x705/0/964/000964833.jpg,性本善,//photo.faloo.com/default.jpg,4,2140000,1259,201962,2103,11079220,343798,406727,109,441000.0,0,0,10,2023-01-10,2024-12-10,https://b.faloo.com/1267933.html
军事历史,被嬴政模拟人生，竟缔造仙秦帝国,http://img.faloo.com/Novel/498x705/1/1028/001028350.jpg,牧神123,http://photo.faloo.com/160x120/0/221/221770.jpg,19,18820000,2215,202334,2111,14018583,87921,2673695,20,966000.0,0,0,9.7,2023-06-01,2024-12-09,https://b.faloo.com/1322551.html
军事历史,大秦：圣孙监国，开局杀赵高吃席,http://img.faloo.com/Novel/498x705/0/872/000872874.jpg,天榜阿栋,//photo.faloo.com/default.jpg,4,2090000,1100,203095,2084,4858233,32594,722672,6,200.0,0,3,10,2022-04-10,2024-12-09,https://b.faloo.com/1143307.html
军事历史,抗战：拿着汉阳造，成第一狙神？,http://img.faloo.com/Novel/498x705/1/1162/001162833.jpg,独孤澳,//photo.faloo.com/default.jpg,1,1770000,187,201919,1787,4297218,11613,1771280,2,50000.0,0,0,10,2024-06-05,2024-12-10,https://b.faloo.com/1420742.html
军事历史,我，中东国王，枪决鹰酱偷油师长,http://img.faloo.com/Novel/498x705/1/1076/001076407.jpg,耗子为止,//photo.faloo.com/default.jpg,4,3550000,2196,201791,2158,10052738,192541,1385261,6,252000.0,0,0,9.8,2023-10-24,2024-12-09,https://b.faloo.com/1365711.html
军事历史,直播：粉丝炸了，141特遣队？,http://img.faloo.com/Novel/498x705/0/925/000925427.jpg,hy56,//photo.faloo.com/default.jpg,1,3160000,1064,203891,2108,19472686,223487,3041533,149,530000.0,0,0,9.9,2022-02-23,2024-12-09,https://b.faloo.com/1117140.html
军事历史,特种兵：开头融合战神赵云,http://img.faloo.com/Novel/498x705/0/383/000383181.jpg,天榜草草,//photo.faloo.com/default.jpg,7,5680000,2569,200115,2087,27361390,232472,3617046,67,334000.0,0,9,10,2020-02-28,2024-12-09,https://b.faloo.com/707839.html
军事历史,唐朝之无赖王爷,http://img.faloo.com/Novel/498x705/0/209/000209929.jpg,钢蛋007,//photo.faloo.com/default.jpg,62,180000,2302,202613,2092,37548618,90218,5517916,238,140000.0,0,42,10,2018-07-02,2024-12-09,https://b.faloo.com/508184.html
军事历史,军工大亨：从赛博企业到全球寡头,http://img.faloo.com/Novel/498x705/0/958/000958976.jpg,大秦之都市,//photo.faloo.com/default.jpg,7,14500000,1610,201836,2100,16446902,237281,3419825,71,468000.0,0,0,10,2022-12-14,2024-12-09,https://b.faloo.com/1260866.html
军事历史,清末之暴走的北洋新军阀,http://img.faloo.com/Novel/498x705/1/1362/001362782.jpg,闲侃二三子,//photo.faloo.com/default.jpg,1,1160000,167,203129,2228,3832081,5563,1163236,17,688.0,0,0,9.9,2024-06-25,2024-12-09,https://b.faloo.com/1425525.html
军事历史,红警军工，从核爆让鬼子绝种开始,http://img.faloo.com/Novel/498x705/1/1065/001065586.jpg,叶子与云,http://photo.faloo.com/160x120/0/740/740256.jpg,5,16310000,879,203098,2104,9878180,57338,3143604,3,190000.0,0,0,9.3,2023-10-20,2024-12-09,https://b.faloo.com/1364822.html
军事历史,我，史今，当兵从军校开始,http://img.faloo.com/Novel/498x705/0/971/000971793.jpg,史今,//photo.faloo.com/default.jpg,1,1310000,678,202165,2106,15843556,39709,1307486,14,60000.0,0,0,10,2023-02-01,2024-12-10,https://b.faloo.com/1272758.html
军事历史,抗战：老李再吹牛，我就无敌了,http://img.faloo.com/Novel/498x705/0/886/000886877.jpg,大秦四合院呀,//photo.faloo.com/default.jpg,3,6320000,953,201343,2111,16807575,20466,2555498,0,100.0,0,0,10,2022-07-10,2024-12-09,https://b.faloo.com/1191735.html
军事历史,我为公司改装无人机，被军方逮捕,http://img.faloo.com/Novel/498x705/1/1090/001090442.jpg,人间九梦,//photo.faloo.com/default.jpg,24,6320000,1141,203103,2810,7519393,31753,1420918,1,21000.0,0,0,9.1,2024-01-14,2024-12-10,https://b.faloo.com/1387011.html
军事历史,人在红楼编日记，金钗们请自重,http://img.faloo.com/Novel/498x705/1/1363/001363948.jpg,微凉凉,http://photo.faloo.com/160x120/0/583/583709.jpg,6,9830000,1634,203180,2113,3614821,5713,1272278,10,26000.0,0,0,9.9,2024-07-03,2024-12-09,https://b.faloo.com/1427286.html
军事历史,穿越抗鹰战争：开局救下伍千里,http://img.faloo.com/Novel/498x705/1/1073/001073792.jpg,本本上榜,http://photo.faloo.com/160x120/0/629/629179.jpg,15,9800000,2743,202688,2110,8695160,109351,1762698,16,505000.0,0,0,9.9,2023-11-18,2024-12-10,https://b.faloo.com/1372198.html
军事历史,我偷写日记，嬴政搞出了仙秦帝国,http://img.faloo.com/Novel/498x705/1/1083/001083819.jpg,ib起飞不码字,//photo.faloo.com/default.jpg,9,12970000,2365,202282,1863,8327358,8235,1159462,1,62000.0,0,0,9.9,2023-12-21,2024-12-09,https://b.faloo.com/1381032.html
